Time,/SystemB/Rocket/FlightComputer/flight_stage,/SystemB/Rocket/FlightComputer/acceleration_x,/SystemB/Rocket/FlightComputer/acceleration_y,/SystemB/Rocket/FlightComputer/acceleration_z,/SystemB/Rocket/FlightComputer/gps_altitude,/SystemB/Rocket/FlightComputer/gps_latitude,/SystemB/Rocket/FlightComputer/gps_longitude,/SystemB/Rocket/FlightComputer/barometer_altitude_from_pad
2026-03-28T18:16:00.057Z,Pad,0.028,-0.003,1.007,266.415,42.7038,-77.191734,-31.48108
2026-03-28T18:16:00.058Z,Pad,,,,,,,
2026-03-28T18:16:00.058Z,Pad,,,,,,,
2026-03-28T18:16:00.058Z,Pad,0.013,0.005,1.006,266.415,42.7038,-77.191734,-31.48108
2026-03-28T18:16:00.058Z,Pad,,,,,,,
2026-03-28T18:16:00.058Z,Pad,0.046,0.004,1.011,266.416,42.7038,-77.191734,-28.719727
2026-03-28T18:16:00.569Z,Pad,,,,,,,
2026-03-28T18:16:00.569Z,Pad,0.03,-0.01,1.007,266.416,42.7038,-77.191734,-28.719727
2026-03-28T18:16:00.569Z,Pad,0.012,-0.01,1.004,266.416,42.7038,-77.191734,-28.719727
2026-03-28T18:16:00.570Z,Pad,,,,,,,
2026-03-28T18:16:00.570Z,Pad,0.022,0.002,1.008,266.416,42.7038,-77.191734,-28.719727
2026-03-28T18:16:00.571Z,Pad,,,,,,,
2026-03-28T18:16:00.677Z,Pad,,,,,,,
2026-03-28T18:16:01.079Z,Pad,0.033,0.015,1.008,266.416,42.7038,-77.191734,-33.138153
2026-03-28T18:16:01.080Z,Pad,,,,,,,
2026-03-28T18:16:01.080Z,Pad,,,,,,,
2026-03-28T18:16:01.080Z,Pad,0.03,0.009,1.008,266.416,42.7038,-77.191734,-28.719727
2026-03-28T18:16:01.082Z,Pad,,,,,,,
2026-03-28T18:16:01.082Z,Pad,0.018,-0.02,1.006,266.376,42.7038,-77.191734,-30.100433
2026-03-28T18:16:01.591Z,Pad,0.023,-0.009,1.007,266.376,42.7038,-77.191734,-24.852081
2026-03-28T18:16:01.592Z,Pad,,,,,,,
2026-03-28T18:16:01.592Z,Pad,0.035,0.01,1.009,266.376,42.7038,-77.191734,-27.61377
2026-03-28T18:16:01.593Z,Pad,,,,,,,
2026-03-28T18:16:01.677Z,Pad,,,,,,,
2026-03-28T18:16:02.105Z,Pad,,,,,,,
2026-03-28T18:16:02.105Z,Pad,0.017,-0.006,1.008,266.376,42.7038,-77.191734,-32.861694
2026-03-28T18:16:02.106Z,Pad,,,,,,,
2026-03-28T18:16:02.106Z,Pad,0.026,-0.011,1.009,266.376,42.7038,-77.191734,-30.376923
2026-03-28T18:16:02.106Z,Pad,,,,,,,
2026-03-28T18:16:02.106Z,Pad,0.035,0.005,1.011,266.399,42.7038,-77.191734,-30.100433
2026-03-28T18:16:02.615Z,Pad,0.027,0.01,1.01,266.399,42.7038,-77.191734,-27.33728
2026-03-28T18:16:02.616Z,Pad,,,,,,,
2026-03-28T18:16:02.616Z,Pad,,,,,,,
2026-03-28T18:16:02.616Z,Pad,0.017,-0.009,1.006,266.399,42.7038,-77.191734,-25.956451
2026-03-28T18:16:02.616Z,Pad,,,,,,,
2026-03-28T18:16:02.616Z,Pad,0.027,-0.007,1.007,266.399,42.7038,-77.191734,-27.33728
2026-03-28T18:16:02.677Z,Pad,,,,,,,
2026-03-28T18:16:03.129Z,Pad,,,,,,,
2026-03-28T18:16:03.129Z,Pad,0.037,0.0,1.01,266.399,42.7038,-77.191734,-28.719727
2026-03-28T18:16:03.130Z,Pad,,,,,,,
2026-03-28T18:16:03.130Z,Pad,0.019,0.003,1.006,266.399,42.7038,-77.191734,-25.956451
2026-03-28T18:16:03.130Z,Pad,,,,,,,
2026-03-28T18:16:03.130Z,Pad,0.02,-0.005,1.007,266.311,42.7038,-77.191734,-32.861694
2026-03-28T18:16:03.546Z,Pad,0.031,-0.005,1.008,266.311,42.7038,-77.191734,-28.719727
2026-03-28T18:16:03.547Z,Pad,,,,,,,
2026-03-28T18:16:03.547Z,Pad,0.032,-0.002,1.01,266.311,42.7038,-77.191734,-25.956451
2026-03-28T18:16:03.548Z,Pad,,,,,,,
2026-03-28T18:16:03.677Z,Pad,,,,,,,
2026-03-28T18:16:03.844Z,Pad,0.012,0.003,1.008,266.311,42.7038,-77.191734,-25.956451
2026-03-28T18:16:03.845Z,Pad,,,,,,,
2026-03-28T18:16:03.846Z,Pad,0.019,0.006,1.01,266.311,42.7038,-77.191734,-25.956451
2026-03-28T18:16:03.847Z,Pad,,,,,,,
2026-03-28T18:16:04.046Z,Pad,0.034,0.0,1.01,266.311,42.7038,-77.191734,-28.719727
2026-03-28T18:16:04.047Z,Pad,,,,,,,
2026-03-28T18:16:04.561Z,Pad,0.029,-0.011,1.009,266.19,42.7038,-77.191734,-28.719727
2026-03-28T18:16:04.562Z,Pad,,,,,,,
2026-03-28T18:16:04.562Z,Pad,,,,,,,
2026-03-28T18:16:04.562Z,Pad,0.018,0.003,1.008,266.19,42.7038,-77.191734,-28.719727
2026-03-28T18:16:04.562Z,Pad,,,,,,,
2026-03-28T18:16:04.562Z,Pad,0.018,0.013,1.009,266.19,42.7038,-77.191734,-28.719727
2026-03-28T18:16:04.677Z,Pad,,,,,,,
2026-03-28T18:16:05.073Z,Pad,0.031,-0.002,1.008,266.19,42.7038,-77.191734,-32.861694
2026-03-28T18:16:05.074Z,Pad,,,,,,,
2026-03-28T18:16:05.074Z,Pad,0.027,-0.017,1.009,266.19,42.7038,-77.191734,-32.861694
2026-03-28T18:16:05.075Z,Pad,,,,,,,
2026-03-28T18:16:05.099Z,Pad,0.021,-0.007,1.01,266.19,42.7038,-77.191734,-27.33728
2026-03-28T18:16:05.100Z,Pad,,,,,,,
2026-03-28T18:16:05.585Z,Pad,0.025,0.01,1.009,266.043,42.7038,-77.191734,-32.861694
2026-03-28T18:16:05.586Z,Pad,,,,,,,
2026-03-28T18:16:05.586Z,Pad,,,,,,,
2026-03-28T18:16:05.586Z,Pad,0.027,-0.011,1.006,266.043,42.7038,-77.191734,-31.48108
2026-03-28T18:16:05.677Z,Pad,,,,,,,
2026-03-28T18:16:06.097Z,Pad,0.026,-0.009,1.008,266.043,42.7038,-77.191734,-32.585236
2026-03-28T18:16:06.098Z,Pad,,,,,,,
2026-03-28T18:16:06.098Z,Pad,,,,,,,
2026-03-28T18:16:06.098Z,Pad,0.029,0.006,1.006,266.043,42.7038,-77.191734,-30.100433
2026-03-28T18:16:06.098Z,Pad,,,,,,,
2026-03-28T18:16:06.098Z,Pad,0.02,0.013,1.007,266.043,42.7038,-77.191734,-30.100433
2026-03-28T18:16:06.609Z,Pad,0.017,-0.003,1.007,265.93,42.7038,-77.191734,-27.33728
2026-03-28T18:16:06.610Z,Pad,,,,,,,
2026-03-28T18:16:06.610Z,Pad,,,,,,,
2026-03-28T18:16:06.610Z,Pad,0.035,-0.016,1.007,265.93,42.7038,-77.191734,-27.33728
2026-03-28T18:16:06.610Z,Pad,,,,,,,
2026-03-28T18:16:06.610Z,Pad,0.036,0.0,1.009,265.93,42.7038,-77.191734,-33.96747
2026-03-28T18:16:06.677Z,Pad,,,,,,,
2026-03-28T18:16:07.121Z,Pad,0.015,0.008,1.008,265.93,42.7038,-77.191734,-32.585236
2026-03-28T18:16:07.122Z,Pad,,,,,,,
2026-03-28T18:16:07.122Z,Pad,,,,,,,
2026-03-28T18:16:07.122Z,Pad,0.018,-0.006,1.005,265.93,42.7038,-77.191734,-35.34796
2026-03-28T18:16:07.124Z,Pad,,,,,,,
2026-03-28T18:16:07.124Z,Pad,0.043,-0.009,1.009,265.863,42.7038,-77.191734,-31.20462
2026-03-28T18:16:07.633Z,Pad,0.028,-0.006,1.01,265.863,42.7038,-77.191734,-32.585236
2026-03-28T18:16:07.634Z,Pad,,,,,,,
2026-03-28T18:16:07.634Z,Pad,0.013,0.007,1.006,265.863,42.7038,-77.191734,-28.443237
2026-03-28T18:16:07.635Z,Pad,,,,,,,
2026-03-28T18:16:07.635Z,Pad,0.027,0.006,1.009,265.863,42.7038,-77.191734,-30.100433
2026-03-28T18:16:07.636Z,Pad,,,,,,,
2026-03-28T18:16:07.677Z,Pad,,,,,,,
2026-03-28T18:16:08.145Z,Pad,0.036,-0.008,1.01,265.863,42.7038,-77.191734,-29.823975
2026-03-28T18:16:08.146Z,Pad,,,,,,,
2026-03-28T18:16:08.146Z,Pad,,,,,,,
2026-03-28T18:16:08.146Z,Pad,0.022,-0.011,1.007,265.863,42.7038,-77.191734,-25.679932
2026-03-28T18:16:08.147Z,Pad,0.02,0.007,1.007,265.821,42.703804,-77.191734,-27.06247
2026-03-28T18:16:08.148Z,Pad,,,,,,,
2026-03-28T18:16:08.555Z,Pad,0.026,0.0,1.01,265.821,42.703804,-77.191734,-29.823975
2026-03-28T18:16:08.556Z,Pad,,,,,,,
2026-03-28T18:16:08.674Z,Pad,,,,,,,
2026-03-28T18:16:09.579Z,Pad,,,,,,,
2026-03-28T18:16:09.579Z,Pad,0.019,0.0,1.006,265.682,42.703804,-77.191734,-32.585236
2026-03-28T18:16:09.580Z,Pad,,,,,,,
2026-03-28T18:16:09.580Z,Pad,0.023,-0.002,1.008,265.682,42.703804,-77.191734,-27.06247
2026-03-28T18:16:09.580Z,Pad,,,,,,,
2026-03-28T18:16:09.580Z,Pad,0.035,-0.006,1.01,265.682,42.703804,-77.191734,-31.20462
2026-03-28T18:16:09.677Z,Pad,,,,,,,
2026-03-28T18:16:10.091Z,Pad,0.028,-0.003,1.009,265.682,42.703804,-77.191734,-32.585236
2026-03-28T18:16:10.092Z,Pad,,,,,,,
2026-03-28T18:16:10.092Z,Pad,,,,,,,
2026-03-28T18:16:10.092Z,Pad,0.021,0.0,1.008,265.682,42.703804,-77.191734,-28.443237
2026-03-28T18:16:10.092Z,Pad,,,,,,,
2026-03-28T18:16:10.092Z,Pad,0.026,-0.002,1.008,265.682,42.703804,-77.191734,-25.679932
2026-03-28T18:16:10.677Z,Pad,,,,,,,
2026-03-28T18:16:11.115Z,Pad,0.033,0.001,1.009,265.617,42.703804,-77.191734,-29.823975
2026-03-28T18:16:11.116Z,Pad,,,,,,,
2026-03-28T18:16:11.116Z,Pad,,,,,,,
2026-03-28T18:16:11.116Z,Pad,0.025,-0.007,1.007,265.617,42.703804,-77.191734,-29.823975
2026-03-28T18:16:11.116Z,Pad,,,,,,,
2026-03-28T18:16:11.116Z,Pad,0.021,-0.004,1.007,265.617,42.703804,-77.191734,-28.443237
2026-03-28T18:16:11.117Z,Pad,,,,,,,
2026-03-28T18:16:11.117Z,Pad,0.033,0.0,1.009,265.617,42.703804,-77.191734,-32.585236
2026-03-28T18:16:11.117Z,Pad,,,,,,,
2026-03-28T18:16:11.117Z,Pad,0.031,-0.006,1.008,265.617,42.703804,-77.191734,-27.06247
2026-03-28T18:16:11.118Z,Pad,,,,,,,
2026-03-28T18:16:11.118Z,Pad,0.02,0.001,1.007,265.56,42.703804,-77.191734,-29.823975
2026-03-28T18:16:11.628Z,Pad,,,,,,,
2026-03-28T18:16:11.628Z,Pad,0.019,0.006,1.008,265.56,42.703804,-77.191734,-27.06247
2026-03-28T18:16:11.629Z,Pad,,,,,,,
2026-03-28T18:16:11.629Z,Pad,0.031,-0.004,1.007,265.56,42.703804,-77.191734,-25.679932
2026-03-28T18:16:11.630Z,Pad,,,,,,,
2026-03-28T18:16:11.630Z,Pad,0.03,-0.01,1.006,265.56,42.703804,-77.191734,-27.06247
2026-03-28T18:16:11.677Z,Pad,,,,,,,
2026-03-28T18:16:12.140Z,Pad,,,,,,,
2026-03-28T18:16:12.140Z,Pad,0.024,-0.005,1.008,265.56,42.703804,-77.191734,-28.443237
2026-03-28T18:16:12.140Z,Pad,0.027,0.004,1.007,265.56,42.703804,-77.191734,-28.443237
2026-03-28T18:16:12.141Z,Pad,,,,,,,
2026-03-28T18:16:12.141Z,Pad,,,,,,,
2026-03-28T18:16:12.141Z,Pad,0.025,0.002,1.008,265.465,42.703804,-77.191734,-27.06247
2026-03-28T18:16:12.576Z,Pad,0.029,-0.01,1.006,265.465,42.703804,-77.191734,-28.443237
2026-03-28T18:16:12.577Z,Pad,,,,,,,
2026-03-28T18:16:12.577Z,Pad,,,,,,,
2026-03-28T18:16:12.577Z,Pad,0.029,-0.008,1.007,265.465,42.703804,-77.191734,-31.20462
2026-03-28T18:16:12.677Z,Pad,,,,,,,
2026-03-28T18:16:13.165Z,Pad,,,,,,,
2026-03-28T18:16:13.165Z,Pad,0.023,0.011,1.007,265.465,42.703804,-77.191734,-25.679932
2026-03-28T18:16:13.166Z,Pad,,,,,,,
2026-03-28T18:16:13.166Z,Pad,0.025,-0.007,1.008,265.465,42.703804,-77.191734,-27.06247
2026-03-28T18:16:13.166Z,Pad,,,,,,,
2026-03-28T18:16:13.166Z,Pad,0.023,-0.01,1.006,265.453,42.703804,-77.191734,-28.443237
2026-03-28T18:16:13.674Z,Pad,,,,,,,
2026-03-28T18:16:13.675Z,Pad,,,,,,,
2026-03-28T18:16:13.675Z,Pad,0.04,0.0,1.007,265.453,42.703804,-77.191734,-28.443237
2026-03-28T18:16:13.675Z,Pad,0.021,0.004,1.007,265.453,42.703804,-77.191734,-27.06247
2026-03-28T18:16:13.676Z,Pad,,,,,,,
2026-03-28T18:16:14.084Z,Pad,0.039,0.0,1.009,265.453,42.703804,-77.191734,-25.679932
2026-03-28T18:16:14.085Z,Pad,,,,,,,
2026-03-28T18:16:14.598Z,Pad,0.015,-0.006,1.007,265.464,42.703804,-77.191734,-22.918121
2026-03-28T18:16:14.599Z,Pad,,,,,,,
2026-03-28T18:16:14.599Z,Pad,0.035,0.003,1.009,265.464,42.703804,-77.191734,-28.443237
2026-03-28T18:16:14.600Z,Pad,,,,,,,
2026-03-28T18:16:14.677Z,Pad,,,,,,,
2026-03-28T18:16:15.108Z,Pad,0.027,-0.007,1.007,265.464,42.703804,-77.191734,-30.928162
2026-03-28T18:16:15.109Z,Pad,,,,,,,
2026-03-28T18:16:15.109Z,Pad,0.018,-0.006,1.007,265.464,42.703804,-77.191734,-28.443237
2026-03-28T18:16:15.110Z,Pad,,,,,,,
2026-03-28T18:16:15.110Z,Pad,,,,,,,
2026-03-28T18:16:15.110Z,Pad,0.028,0.003,1.008,265.494,42.703804,-77.191734,-28.443237
2026-03-28T18:16:15.623Z,Pad,,,,,,,
2026-03-28T18:16:15.623Z,Pad,0.034,0.003,1.009,265.494,42.703804,-77.191734,-29.547485
2026-03-28T18:16:15.624Z,Pad,,,,,,,
2026-03-28T18:16:15.624Z,Pad,0.028,-0.005,1.008,265.494,42.703804,-77.191734,-31.20462
2026-03-28T18:16:15.624Z,Pad,,,,,,,
2026-03-28T18:16:15.624Z,Pad,0.023,-0.006,1.006,265.494,42.703804,-77.191734,-33.96747
2026-03-28T18:16:15.677Z,Pad,,,,,,,
2026-03-28T18:16:16.132Z,Pad,0.028,-0.002,1.007,265.494,42.703804,-77.191734,-32.310455
2026-03-28T18:16:16.133Z,Pad,,,,,,,
2026-03-28T18:16:16.133Z,Pad,,,,,,,
2026-03-28T18:16:16.133Z,Pad,0.031,0.008,1.008,265.494,42.703804,-77.191734,-26.78595
2026-03-28T18:16:16.135Z,Pad,,,,,,,
2026-03-28T18:16:16.135Z,Pad,0.021,0.0,1.007,265.49,42.703804,-77.191734,-29.823975
2026-03-28T18:16:16.601Z,Pad,0.031,-0.009,1.008,265.49,42.703804,-77.191734,-31.20462
2026-03-28T18:16:16.602Z,Pad,,,,,,,
2026-03-28T18:16:16.602Z,Pad,,,,,,,
2026-03-28T18:16:16.602Z,Pad,0.032,0.0,1.008,265.49,42.703804,-77.191734,-28.443237
2026-03-28T18:16:16.677Z,Pad,,,,,,,
2026-03-28T18:16:17.156Z,Pad,0.02,0.002,1.009,265.49,42.703804,-77.191734,-29.547485
2026-03-28T18:16:17.157Z,Pad,,,,,,,
2026-03-28T18:16:17.157Z,Pad,,,,,,,
2026-03-28T18:16:17.157Z,Pad,0.02,-0.007,1.007,265.49,42.703804,-77.191734,-32.310455
2026-03-28T18:16:17.157Z,Pad,,,,,,,
2026-03-28T18:16:17.157Z,Pad,0.032,-0.008,1.009,265.49,42.703804,-77.191734,-32.310455
2026-03-28T18:16:17.670Z,Pad,0.032,0.0,1.008,265.559,42.703804,-77.191734,-28.443237
2026-03-28T18:16:17.671Z,Pad,,,,,,,
2026-03-28T18:16:17.671Z,Pad,,,,,,,
2026-03-28T18:16:17.671Z,Pad,0.02,0.001,1.008,265.559,42.703804,-77.191734,-30.928162
2026-03-28T18:16:17.671Z,Pad,,,,,,,
2026-03-28T18:16:17.671Z,Pad,0.021,-0.004,1.008,265.559,42.703804,-77.191734,-29.547485
2026-03-28T18:16:17.677Z,Pad,,,,,,,
2026-03-28T18:16:18.180Z,Pad,0.037,-0.004,1.01,265.559,42.703804,-77.191734,-30.928162
2026-03-28T18:16:18.181Z,Pad,,,,,,,
2026-03-28T18:16:18.181Z,Pad,,,,,,,
2026-03-28T18:16:18.181Z,Pad,0.036,-0.003,1.008,265.559,42.703804,-77.191734,-32.310455
2026-03-28T18:16:18.183Z,Pad,,,,,,,
2026-03-28T18:16:18.183Z,Pad,0.017,-0.002,1.007,265.539,42.703804,-77.191734,-26.78595
2026-03-28T18:16:18.590Z,Pad,0.035,0.001,1.009,265.539,42.703804,-77.191734,-29.547485
2026-03-28T18:16:18.591Z,Pad,,,,,,,
2026-03-28T18:16:18.591Z,Pad,,,,,,,
2026-03-28T18:16:18.591Z,Pad,0.036,-0.005,1.008,265.539,42.703804,-77.191734,-32.310455
2026-03-28T18:16:18.677Z,Pad,,,,,,,
2026-03-28T18:16:18.897Z,Pad,0.022,0.0,1.008,265.539,42.703804,-77.191734,-28.166748
2026-03-28T18:16:18.898Z,Pad,,,,,,,
2026-03-28T18:16:19.614Z,Pad,,,,,,,
2026-03-28T18:16:19.614Z,Pad,0.023,-0.014,1.008,265.517,42.703804,-77.191734,-30.928162
2026-03-28T18:16:19.615Z,Pad,,,,,,,
2026-03-28T18:16:19.615Z,Pad,0.031,0.0,1.008,265.517,42.703804,-77.191734,-28.166748
2026-03-28T18:16:19.677Z,Pad,,,,,,,
2026-03-28T18:16:20.230Z,Pad,,,,,,,
2026-03-28T18:16:20.230Z,Pad,0.03,0.006,1.009,265.517,42.703804,-77.191734,-30.928162
2026-03-28T18:16:20.231Z,Pad,,,,,,,
2026-03-28T18:16:20.231Z,Pad,0.021,-0.01,1.007,265.517,42.703804,-77.191734,-29.547485
2026-03-28T18:16:20.231Z,Pad,,,,,,,
2026-03-28T18:16:20.231Z,Pad,0.028,-0.007,1.007,265.545,42.703804,-77.191734,-32.033997
2026-03-28T18:16:20.638Z,Pad,,,,,,,
2026-03-28T18:16:20.638Z,Pad,0.031,0.004,1.008,265.545,42.703804,-77.191734,-29.547485
2026-03-28T18:16:20.639Z,Pad,,,,,,,
2026-03-28T18:16:20.639Z,Pad,0.021,0.0,1.007,265.545,42.703804,-77.191734,-32.310455
2026-03-28T18:16:20.640Z,Pad,,,,,,,
2026-03-28T18:16:20.640Z,Pad,0.025,-0.006,1.008,265.545,42.703804,-77.191734,-30.928162
2026-03-28T18:16:20.677Z,Pad,,,,,,,
2026-03-28T18:16:21.150Z,Pad,0.034,-0.002,1.009,265.545,42.703804,-77.191734,-30.928162
2026-03-28T18:16:21.151Z,Pad,,,,,,,
2026-03-28T18:16:21.151Z,Pad,,,,,,,
2026-03-28T18:16:21.151Z,Pad,0.033,-0.004,1.008,265.545,42.703804,-77.191734,-28.166748
2026-03-28T18:16:21.152Z,Pad,0.019,-0.007,1.008,265.49,42.703804,-77.191734,-30.928162
2026-03-28T18:16:21.153Z,Pad,,,,,,,
2026-03-28T18:16:21.662Z,Pad,0.022,-0.001,1.008,265.49,42.703804,-77.191734,-28.166748
2026-03-28T18:16:21.663Z,Pad,,,,,,,
2026-03-28T18:16:21.663Z,Pad,,,,,,,
2026-03-28T18:16:21.663Z,Pad,0.029,0.002,1.009,265.49,42.703804,-77.191734,-28.166748
2026-03-28T18:16:21.677Z,Pad,,,,,,,
2026-03-28T18:16:22.174Z,Pad,0.024,-0.012,1.006,265.49,42.703804,-77.191734,-28.166748
2026-03-28T18:16:22.175Z,Pad,,,,,,,
2026-03-28T18:16:22.175Z,Pad,,,,,,,
2026-03-28T18:16:22.175Z,Pad,0.024,-0.009,1.007,265.49,42.703804,-77.191734,-29.270996
2026-03-28T18:16:22.175Z,Pad,,,,,,,
2026-03-28T18:16:22.175Z,Pad,0.03,0.004,1.009,265.424,42.703804,-77.191734,-30.928162
2026-03-28T18:16:22.673Z,Pad,,,,,,,
2026-03-28T18:16:22.686Z,Pad,,,,,,,
2026-03-28T18:16:22.686Z,Pad,0.026,0.0,1.009,265.424,42.703804,-77.191734,-29.270996
2026-03-28T18:16:22.687Z,Pad,,,,,,,
2026-03-28T18:16:22.687Z,Pad,0.02,-0.01,1.006,265.424,42.703804,-77.191734,-30.928162
2026-03-28T18:16:22.687Z,Pad,,,,,,,
2026-03-28T18:16:22.687Z,Pad,0.029,-0.012,1.008,265.424,42.703804,-77.191734,-28.166748
2026-03-28T18:16:23.198Z,Pad,0.034,-0.008,1.009,265.424,42.703804,-77.191734,-29.270996
2026-03-28T18:16:23.199Z,Pad,,,,,,,
2026-03-28T18:16:23.199Z,Pad,,,,,,,
2026-03-28T18:16:23.199Z,Pad,0.019,0.002,1.008,265.424,42.703804,-77.191734,-29.270996
2026-03-28T18:16:23.199Z,Pad,,,,,,,
2026-03-28T18:16:23.199Z,Pad,0.015,0.002,1.007,265.452,42.703804,-77.191734,-29.270996
2026-03-28T18:16:23.677Z,Pad,,,,,,,
2026-03-28T18:16:23.710Z,Pad,0.027,-0.003,1.007,265.452,42.703804,-77.191734,-32.033997
2026-03-28T18:16:23.711Z,Pad,,,,,,,
2026-03-28T18:16:24.222Z,Pad,0.018,0.0,1.006,265.452,42.703804,-77.191734,-29.270996
2026-03-28T18:16:24.223Z,Pad,,,,,,,
2026-03-28T18:16:24.223Z,Pad,,,,,,,
2026-03-28T18:16:24.223Z,Pad,0.027,0.0,1.007,265.452,42.703804,-77.191734,-25.40512
2026-03-28T18:16:24.223Z,Pad,,,,,,,
2026-03-28T18:16:24.223Z,Pad,0.036,-0.003,1.008,265.532,42.703804,-77.191734,-29.270996
2026-03-28T18:16:24.632Z,Pad,0.017,-0.003,1.007,265.532,42.703804,-77.191734,-29.270996
2026-03-28T18:16:24.633Z,Pad,,,,,,,
2026-03-28T18:16:24.633Z,Pad,0.024,0.002,1.007,265.532,42.703804,-77.191734,-29.270996
2026-03-28T18:16:24.634Z,Pad,,,,,,,
2026-03-28T18:16:24.673Z,Pad,,,,,,,
2026-03-28T18:16:25.143Z,Pad,0.031,-0.011,1.008,265.532,42.703804,-77.191734,-29.270996
2026-03-28T18:16:25.144Z,Pad,,,,,,,
2026-03-28T18:16:25.144Z,Pad,,,,,,,
2026-03-28T18:16:25.144Z,Pad,0.022,-0.004,1.006,265.652,42.703804,-77.191734,-28.166748
2026-03-28T18:16:25.657Z,Pad,,,,,,,
2026-03-28T18:16:25.657Z,Pad,0.023,0.008,1.008,265.652,42.703804,-77.191734,-29.270996
2026-03-28T18:16:25.672Z,Pad,,,,,,,
2026-03-28T18:16:26.167Z,Pad,0.025,-0.011,1.006,265.652,42.703804,-77.191734,-29.270996
2026-03-28T18:16:26.168Z,Pad,,,,,,,
2026-03-28T18:16:26.168Z,Pad,,,,,,,
2026-03-28T18:16:26.168Z,Pad,0.026,0.001,1.006,265.652,42.703804,-77.191734,-26.50946
2026-03-28T18:16:26.168Z,Pad,,,,,,,
2026-03-28T18:16:26.168Z,Pad,0.026,0.004,1.009,265.753,42.703804,-77.191734,-29.270996
2026-03-28T18:16:26.677Z,Pad,,,,,,,
2026-03-28T18:16:26.680Z,Pad,,,,,,,
2026-03-28T18:16:26.680Z,Pad,0.027,-0.004,1.009,265.753,42.703804,-77.191734,-33.41458
2026-03-28T18:16:26.680Z,Pad,,,,,,,
2026-03-28T18:16:26.680Z,Pad,0.028,-0.01,1.007,265.753,42.703804,-77.191734,-29.270996
2026-03-28T18:16:26.681Z,Pad,,,,,,,
2026-03-28T18:16:26.681Z,Pad,0.027,-0.001,1.009,265.753,42.703804,-77.191734,-32.033997
2026-03-28T18:16:27.193Z,Pad,,,,,,,
2026-03-28T18:16:27.193Z,Pad,0.024,0.002,1.008,265.753,42.703804,-77.191734,-30.653381
2026-03-28T18:16:27.193Z,Pad,0.025,-0.007,1.007,265.753,42.703804,-77.191734,-33.41458
2026-03-28T18:16:27.194Z,Pad,,,,,,,
2026-03-28T18:16:27.194Z,Pad,,,,,,,
2026-03-28T18:16:27.194Z,Pad,0.029,-0.01,1.008,265.901,42.703804,-77.191734,-30.653381
2026-03-28T18:16:27.624Z,Pad,0.03,0.0,1.01,265.901,42.703804,-77.191734,-25.128601
2026-03-28T18:16:27.625Z,Pad,,,,,,,
2026-03-28T18:16:27.625Z,Pad,,,,,,,
2026-03-28T18:16:27.625Z,Pad,0.021,-0.003,1.006,265.901,42.703804,-77.191734,-33.41458
2026-03-28T18:16:27.677Z,Pad,,,,,,,
2026-03-28T18:16:28.215Z,Pad,0.028,-0.008,1.007,265.901,42.703804,-77.191734,-30.653381
2026-03-28T18:16:28.216Z,Pad,,,,,,,
2026-03-28T18:16:28.216Z,Pad,0.031,-0.007,1.009,265.901,42.703804,-77.191734,-29.270996
2026-03-28T18:16:28.217Z,Pad,,,,,,,
2026-03-28T18:16:28.217Z,Pad,,,,,,,
2026-03-28T18:16:28.217Z,Pad,0.024,0.0,1.008,265.994,42.703804,-77.191734,-29.270996
2026-03-28T18:16:28.218Z,Pad,,,,,,,
2026-03-28T18:16:28.218Z,Pad,0.021,-0.001,1.008,265.994,42.703804,-77.191734,-27.890259
2026-03-28T18:16:28.677Z,Pad,,,,,,,
2026-03-28T18:16:28.727Z,Pad,0.024,-0.004,1.007,265.994,42.703804,-77.191734,-32.033997
2026-03-28T18:16:28.728Z,Pad,,,,,,,
2026-03-28T18:16:28.728Z,Pad,,,,,,,
2026-03-28T18:16:28.728Z,Pad,0.032,-0.004,1.009,265.994,42.703804,-77.191734,-29.270996
2026-03-28T18:16:28.730Z,Pad,,,,,,,
2026-03-28T18:16:28.730Z,Pad,0.028,-0.003,1.008,265.994,42.703804,-77.191734,-33.41458
2026-03-28T18:16:29.240Z,Pad,,,,,,,
2026-03-28T18:16:29.240Z,Pad,0.022,-0.002,1.007,265.994,42.703804,-77.191734,-33.41458
2026-03-28T18:16:29.240Z,Pad,0.027,-0.001,1.007,266.063,42.703804,-77.191734,-30.928162
2026-03-28T18:16:29.241Z,Pad,,,,,,,
2026-03-28T18:16:29.677Z,Pad,,,,,,,
2026-03-28T18:16:29.751Z,Pad,0.027,-0.004,1.008,266.063,42.703804,-77.191734,-33.41458
2026-03-28T18:16:29.752Z,Pad,,,,,,,
2026-03-28T18:16:29.752Z,Pad,,,,,,,
2026-03-28T18:16:29.752Z,Pad,0.024,-0.004,1.008,266.063,42.703804,-77.191734,-33.41458
2026-03-28T18:16:30.673Z,Pad,0.023,-0.004,1.007,266.092,42.703804,-77.191734,-34.795105
2026-03-28T18:16:30.674Z,Pad,,,,,,,
2026-03-28T18:16:30.674Z,Pad,,,,,,,
2026-03-28T18:16:30.674Z,Pad,0.029,0.001,1.008,266.092,42.703804,-77.191734,-32.033997
2026-03-28T18:16:30.674Z,Pad,0.028,-0.003,1.007,266.092,42.703804,-77.191734,-34.795105
2026-03-28T18:16:30.675Z,Pad,,,,,,,
2026-03-28T18:16:30.677Z,Pad,,,,,,,
